text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,token,per_mil
CEE.G3.04.1,Civil and Environmental Engineering,G3,M,NS,Report,was,6158.83
CEE.G3.04.1,Civil and Environmental Engineering,G3,M,NS,Report,were,1296.6
CEE.G3.04.1,Civil and Environmental Engineering,G3,M,NS,Report,people,972.45
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,the,62214.61
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,i,856.16
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,we,0
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,will,2283.11
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,would,3139.27
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,may,1997.72
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,is,3710.05
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,was,12557.08
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,were,9132.42
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,people,0
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,the,86372.36
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,i,959.69
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,we,3838.77
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,will,0
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,would,10556.62
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,may,1919.39
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,is,26871.4
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,was,2879.08
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,were,959.69
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,people,959.69
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,the,80342.58
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,i,815.66
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,we,1631.32
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,will,815.66
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,would,4893.96
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,may,0
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,is,9787.93
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,was,5709.62
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,were,5301.79
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,people,3670.47
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,the,45987.38
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,i,0
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,we,901.71
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,will,15329.13
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,would,2705.14
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,may,0
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,is,32461.68
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,was,6311.99
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,were,901.71
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,people,901.71
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,the,64629.85
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,i,0
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,we,0
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,will,0
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,would,1175.09
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,may,0
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,is,7050.53
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,was,11750.88
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,were,5875.44
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,people,2350.18
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,the,60606.06
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,i,0
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,we,0
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,will,2331
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,would,2331
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,may,2331
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,is,37296.04
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,was,2331
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,were,0
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,people,0
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,the,61815.84
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,i,1931.75
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,we,643.92
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,will,1931.75
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,would,643.92
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,may,1287.83
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,is,18673.54
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,was,0
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,were,0
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,people,643.92
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,the,75750.58
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,i,0
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,we,0
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,will,461.89
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,would,7852.19
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,may,461.89
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,is,4157.04
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,was,22170.9
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,were,3695.15
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,people,8775.98
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,the,101903.01
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,i,6138.74
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,we,613.87
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,will,613.87
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,would,6752.61
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,may,1841.62
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,is,11663.6
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,was,7980.36
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,were,1841.62
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,people,2455.49
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,the,77452.67
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,i,3614.46
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,we,4302.93
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,will,1721.17
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,would,2065.4
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,may,860.59
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,is,16351.12
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,was,4130.81
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,were,688.47
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,people,344.23
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,the,89382.29
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,i,853.97
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,we,0
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,will,853.97
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,would,1707.94
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,may,3131.23
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,is,19356.68
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,was,4554.51
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,were,1138.63
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,people,0
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,the,77825.82
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,i,0
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,we,0
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,will,0
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,would,3705.99
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,may,1853
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,is,6794.32
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,was,7411.98
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,were,2470.66
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,people,0
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,the,91245.95
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,i,1389.53
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,we,1852.71
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,will,926.35
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,would,2315.89
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,may,926.35
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,is,7410.84
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,was,10189.9
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,were,7874.02
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,people,0
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,the,99364.63
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,i,882.46
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,we,0
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,will,1941.4
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,would,2647.37
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,may,1764.91
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,is,17825.63
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,was,176.49
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,were,529.47
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,people,0
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,the,63835.93
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,i,2310.8
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,we,4043.91
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,will,3177.35
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,would,3177.35
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,may,1444.25
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,is,17619.87
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,was,8087.81
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,were,2888.5
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,people,1155.4
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,the,115138.59
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,i,1066.1
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,we,266.52
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,will,1066.1
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,would,533.05
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,may,1865.67
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,is,5330.49
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,was,2665.25
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,were,1865.67
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,people,533.05
ECO.G0.01.1,Economics,G0,M,NNS,Report,the,74901.45
ECO.G0.01.1,Economics,G0,M,NNS,Report,i,0
ECO.G0.01.1,Economics,G0,M,NNS,Report,we,5256.24
ECO.G0.01.1,Economics,G0,M,NNS,Report,will,6570.3
ECO.G0.01.1,Economics,G0,M,NNS,Report,would,3942.18
ECO.G0.01.1,Economics,G0,M,NNS,Report,may,0
ECO.G0.01.1,Economics,G0,M,NNS,Report,is,11826.54
ECO.G0.01.1,Economics,G0,M,NNS,Report,was,0
ECO.G0.01.1,Economics,G0,M,NNS,Report,were,0
ECO.G0.01.1,Economics,G0,M,NNS,Report,people,3942.18
ECO.G0.02.1,Economics,G0,F,NS,Report,the,64672.59
ECO.G0.02.1,Economics,G0,F,NS,Report,i,0
ECO.G0.02.1,Economics,G0,F,NS,Report,we,0
ECO.G0.02.1,Economics,G0,F,NS,Report,will,1616.81
ECO.G0.02.1,Economics,G0,F,NS,Report,would,14551.33
ECO.G0.02.1,Economics,G0,F,NS,Report,may,3233.63
ECO.G0.02.1,Economics,G0,F,NS,Report,is,6467.26
ECO.G0.02.1,Economics,G0,F,NS,Report,was,4850.44
ECO.G0.02.1,Economics,G0,F,NS,Report,were,1616.81
ECO.G0.02.1,Economics,G0,F,NS,Report,people,808.41
ECO.G0.02.2,Economics,G0,F,NS,Report,the,73226.54
ECO.G0.02.2,Economics,G0,F,NS,Report,i,0
ECO.G0.02.2,Economics,G0,F,NS,Report,we,0
ECO.G0.02.2,Economics,G0,F,NS,Report,will,0
ECO.G0.02.2,Economics,G0,F,NS,Report,would,5034.32
ECO.G0.02.2,Economics,G0,F,NS,Report,may,915.33
ECO.G0.02.2,Economics,G0,F,NS,Report,is,5491.99
ECO.G0.02.2,Economics,G0,F,NS,Report,was,5491.99
ECO.G0.02.2,Economics,G0,F,NS,Report,were,4576.66
ECO.G0.02.2,Economics,G0,F,NS,Report,people,0
ECO.G0.03.1,Economics,G0,M,NS,Essay,the,64651.77
ECO.G0.03.1,Economics,G0,M,NS,Essay,i,525.62
ECO.G0.03.1,Economics,G0,M,NS,Essay,we,1576.87
ECO.G0.03.1,Economics,G0,M,NS,Essay,will,2365.31
ECO.G0.03.1,Economics,G0,M,NS,Essay,would,4467.81
ECO.G0.03.1,Economics,G0,M,NS,Essay,may,3153.75
ECO.G0.03.1,Economics,G0,M,NS,Essay,is,12614.98
ECO.G0.03.1,Economics,G0,M,NS,Essay,was,1314.06
ECO.G0.03.1,Economics,G0,M,NS,Essay,were,525.62
ECO.G0.03.1,Economics,G0,M,NS,Essay,people,1839.68
ECO.G0.04.1,Economics,G0,M,NNS,Report,the,101303.91
ECO.G0.04.1,Economics,G0,M,NNS,Report,i,2006.02
ECO.G0.04.1,Economics,G0,M,NNS,Report,we,0
ECO.G0.04.1,Economics,G0,M,NNS,Report,will,1003.01
ECO.G0.04.1,Economics,G0,M,NNS,Report,would,4012.04
ECO.G0.04.1,Economics,G0,M,NNS,Report,may,2006.02
ECO.G0.04.1,Economics,G0,M,NNS,Report,is,18054.16
ECO.G0.04.1,Economics,G0,M,NNS,Report,was,0
ECO.G0.04.1,Economics,G0,M,NNS,Report,were,0
ECO.G0.04.1,Economics,G0,M,NNS,Report,people,0
ECO.G0.04.2,Economics,G0,M,NNS,Critique,the,60428.85
ECO.G0.04.2,Economics,G0,M,NNS,Critique,i,0
ECO.G0.04.2,Economics,G0,M,NNS,Critique,we,3898.64
ECO.G0.04.2,Economics,G0,M,NNS,Critique,will,2923.98
ECO.G0.04.2,Economics,G0,M,NNS,Critique,would,4873.29
ECO.G0.04.2,Economics,G0,M,NNS,Critique,may,0
ECO.G0.04.2,Economics,G0,M,NNS,Critique,is,17543.86
ECO.G0.04.2,Economics,G0,M,NNS,Critique,was,974.66
ECO.G0.04.2,Economics,G0,M,NNS,Critique,were,0
ECO.G0.04.2,Economics,G0,M,NNS,Critique,people,974.66
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,the,67716.2
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,i,0
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,we,0
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,will,1940.91
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,would,862.63
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,may,1940.91
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,is,18977.79
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,was,862.63
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,were,1078.28
ECO.G0.06.1,Economics,G0,F,NS,ResearchPaper,people,1509.6
ECO.G0.07.1,Economics,G0,F,NS,Report,the,68134.17
ECO.G0.07.1,Economics,G0,F,NS,Report,i,0
ECO.G0.07.1,Economics,G0,F,NS,Report,we,0
ECO.G0.07.1,Economics,G0,F,NS,Report,will,524.11
ECO.G0.07.1,Economics,G0,F,NS,Report,would,2620.55
ECO.G0.07.1,Economics,G0,F,NS,Report,may,0
ECO.G0.07.1,Economics,G0,F,NS,Report,is,2096.44
ECO.G0.07.1,Economics,G0,F,NS,Report,was,14150.94
ECO.G0.07.1,Economics,G0,F,NS,Report,were,7337.53
ECO.G0.07.1,Economics,G0,F,NS,Report,people,3144.65
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,the,85395.05
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,i,3192.34
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,we,1330.14
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,will,1596.17
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,would,3990.42
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,may,0
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,is,10375.1
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,was,10375.1
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,were,8512.9
ECO.G0.08.1,Economics,G0,M,NS,ResearchPaper,people,1064.11
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,the,70524.06
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,i,584.45
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,we,5260.08
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,will,4675.63
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,would,2143
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,may,6818.62
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,is,19871.42
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,was,584.45
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,were,1168.91
ECO.G1.01.1,Economics,G1,M,NS,ResearchPaper,people,584.45
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,the,87847.73
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,i,732.06
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,we,6588.58
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,will,1464.13
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,would,2196.19
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,may,2196.19
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,is,27086.38
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,was,0
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,were,732.06
ECO.G1.02.1,Economics,G1,F,NS,ResearchPaper,people,0
ECO.G1.02.2,Economics,G1,F,NS,Report,the,85828.34
ECO.G1.02.2,Economics,G1,F,NS,Report,i,0
ECO.G1.02.2,Economics,G1,F,NS,Report,we,0
ECO.G1.02.2,Economics,G1,F,NS,Report,will,0
ECO.G1.02.2,Economics,G1,F,NS,Report,would,0
ECO.G1.02.2,Economics,G1,F,NS,Report,may,0
ECO.G1.02.2,Economics,G1,F,NS,Report,is,1996.01
ECO.G1.02.2,Economics,G1,F,NS,Report,was,19960.08
ECO.G1.02.2,Economics,G1,F,NS,Report,were,5988.02
ECO.G1.02.2,Economics,G1,F,NS,Report,people,0
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,the,84019.77
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,i,2265.24
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,we,0
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,will,5148.27
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,would,1029.65
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,may,3912.69
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,is,12767.71
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,was,1441.52
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,were,3500.82
ECO.G1.03.1,Economics,G1,F,NNS,ResearchPaper,people,205.93
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,the,72764.02
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,i,2021.22
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,we,1010.61
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,will,1010.61
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,would,1515.92
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,may,1010.61
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,is,17685.7
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,was,2021.22
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,were,505.31
ECO.G2.01.1,Economics,G2,F,NNS,ResearchPaper,people,0
ECO.G2.02.1,Economics,G2,M,NS,Report,the,86404.07
ECO.G2.02.1,Economics,G2,M,NS,Report,i,12071.16
ECO.G2.02.1,Economics,G2,M,NS,Report,we,3176.62
ECO.G2.02.1,Economics,G2,M,NS,Report,will,3811.94
ECO.G2.02.1,Economics,G2,M,NS,Report,would,635.32
ECO.G2.02.1,Economics,G2,M,NS,Report,may,3176.62
ECO.G2.02.1,Economics,G2,M,NS,Report,is,20965.69
ECO.G2.02.1,Economics,G2,M,NS,Report,was,0
ECO.G2.02.1,Economics,G2,M,NS,Report,were,635.32
ECO.G2.02.1,Economics,G2,M,NS,Report,people,0
ECO.G2.03.1,Economics,G2,M,NS,Report,the,79616.96
ECO.G2.03.1,Economics,G2,M,NS,Report,i,7113.54
ECO.G2.03.1,Economics,G2,M,NS,Report,we,820.79
ECO.G2.03.1,Economics,G2,M,NS,Report,will,2462.38
ECO.G2.03.1,Economics,G2,M,NS,Report,would,1367.99
ECO.G2.03.1,Economics,G2,M,NS,Report,may,273.6
ECO.G2.03.1,Economics,G2,M,NS,Report,is,9302.33
ECO.G2.03.1,Economics,G2,M,NS,Report,was,2462.38
ECO.G2.03.1,Economics,G2,M,NS,Report,were,2188.78
ECO.G2.03.1,Economics,G2,M,NS,Report,people,547.2
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,the,83352.11
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,i,5631.9
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,we,1576.93
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,will,2252.76
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,would,1576.93
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,may,225.28
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,is,18923.18
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,was,675.83
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,were,1351.66
ECO.G2.04.1,Economics,G2,M,NNS,ResearchPaper,people,0
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,the,61791.16
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,i,5084.08
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,we,1564.33
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,will,2933.12
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,would,1368.79
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,may,195.54
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,is,14274.54
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,was,3128.67
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,were,2150.96
ECO.G2.05.1,Economics,G2,F,NS,ResearchPaper,people,0
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,the,119138.15
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,i,2534.85
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,we,4435.99
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,will,4435.99
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,would,1901.14
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,may,2534.85
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,is,27249.68
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,was,633.71
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,were,0
ECO.G2.06.1,Economics,G2,M,NNS,Proposal,people,0
ECO.G2.07.1,Economics,G2,F,NS,Proposal,the,75067.02
ECO.G2.07.1,Economics,G2,F,NS,Proposal,i,14745.31
ECO.G2.07.1,Economics,G2,F,NS,Proposal,we,0
ECO.G2.07.1,Economics,G2,F,NS,Proposal,will,1340.48
ECO.G2.07.1,Economics,G2,F,NS,Proposal,would,5361.93
ECO.G2.07.1,Economics,G2,F,NS,Proposal,may,1340.48
ECO.G2.07.1,Economics,G2,F,NS,Proposal,is,9383.38
ECO.G2.07.1,Economics,G2,F,NS,Proposal,was,1340.48
ECO.G2.07.1,Economics,G2,F,NS,Proposal,were,1340.48
ECO.G2.07.1,Economics,G2,F,NS,Proposal,people,0
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,the,65006.92
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,i,2766.25
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,we,0
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,will,0
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,would,1383.13
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,may,1383.13
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,is,11065.01
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,was,2766.25
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,were,0
ECO.G2.07.2,Economics,G2,F,NS,ResponsePaper,people,6915.63
ECO.G2.07.3,Economics,G2,F,NS,Critique,the,93211.75
ECO.G2.07.3,Economics,G2,F,NS,Critique,i,4052.68
ECO.G2.07.3,Economics,G2,F,NS,Critique,we,1013.17
ECO.G2.07.3,Economics,G2,F,NS,Critique,will,3039.51
ECO.G2.07.3,Economics,G2,F,NS,Critique,would,1013.17
ECO.G2.07.3,Economics,G2,F,NS,Critique,may,2026.34
ECO.G2.07.3,Economics,G2,F,NS,Critique,is,18237.08
ECO.G2.07.3,Economics,G2,F,NS,Critique,was,0
ECO.G2.07.3,Economics,G2,F,NS,Critique,were,1013.17
ECO.G2.07.3,Economics,G2,F,NS,Critique,people,1013.17
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,the,103843.01
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,i,2998.09
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,we,1907.88
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,will,2725.54
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,would,1635.32
ECO.G2.08.1,Economics,G2,M,NNS,ResearchPaper,may,0
